Student GUID,Name,Research Interests,University Field
a4eef878-06d8-41c6-a268-d343c4d03665,Fred Morgan,"Materials Science,Biochemistry",Chemistry
dfbb1e56-4b02-4074-82e2-6eab192acb92,Michelle Scott,"Cloud Computing,Machine Learning,Data Science",Computer Science
d5311085-4a0f-4a47-aed1-9414226d8ea4,Robert Williams,"Social History,History of Science,Modern History",History
6f90755e-863b-459e-ad52-78ea198be5ab,Austin Gonzalez,"Cell Biology,Conservation Biology,Genetics",Biology
065e5463-c2c4-4b0c-87c4-2422ac5e7b29,Anthony Williams,"Modern History,History of Science,Ancient History",History
f0a89b87-02c8-45db-ba53-3b01f4790888,Jason Brown,"Forensic Psychology,Social Psychology",Psychology
8d95411e-54a2-4a69-a17c-a052168a3c53,Emily Young,"Conservation Biology,Immunology,Microbiology",Biology
dd8c0aac-e9e1-48d7-99e6-83f982246d97,Rebecca Sims,"Cell Biology,Conservation Biology,Marine Biology",Biology
9cae2e45-72c1-4a99-ae0b-6d1c0d9ca148,Adam Nelson,"Military History,Economic History,Ancient History",History
70830972-7dfd-41af-bac6-721091b80fca,Michelle Ryan,"Microbiology,Biochemistry,Marine Biology",Biology
e2eba5a6-ca65-4838-a449-0da70971c2ab,Courtney Hill,"Theoretical Chemistry,Biochemistry,Physical Chemistry",Chemistry
3be777bc-b6aa-4429-974e-45ff117cf8af,Lisa Mcdonald,"Biopsychology,Psychometrics,Clinical Psychology",Psychology
dc5fbfbc-686c-47ec-b4a6-7589415a878e,Derek Cantu,"Chemical Engineering,Mechanical Engineering,Civil Engineering",Engineering
3e8f1b5b-05f0-4a1c-84eb-7c10f0681075,Michelle Valentine,"Civil Engineering,Environmental Engineering,Biomedical Engineering",Engineering
c98feed1-1378-44b2-9eff-aff9f46a84ea,Justin Ramirez,"Blockchain,Human-Computer Interaction,Cybersecurity",Computer Science
bfb782db-b58e-43d9-be7d-200b35379fcb,Shawn Chavez,"Theoretical Physics,Experimental Physics",Physics
8f72d98e-2d88-4934-a3dd-d54c7486c56a,Tyler Jones,"Military History,Cultural History,World History",History
6e1ea857-e02c-4a1e-bc85-331ae43f2072,Elizabeth Johnson,"Photonics,Quantum Mechanics,Cosmology",Physics
96d44818-d2cb-4a3c-84b9-50efc8fc19e1,Zachary Ward,"Macroeconomics,Labor Economics",Economics
3fd90fe0-b659-40b2-8331-a717c72e2c53,Dawn Jimenez,"Systems Engineering,Electrical Engineering,Biomedical Engineering",Engineering
89e3d03b-a98a-414f-83d8-63b6a1749fa7,Kenneth Stephens,"Macroeconomics,Microeconomics,Econometrics",Economics
6bfa5cc4-08e1-4593-970c-166dc4566810,Keith Carter,"Artificial Intelligence,Data Science",Computer Science
b32ebc0e-24ef-4e3a-a066-73ae293614c1,Jennifer Armstrong,"Inorganic Chemistry,Biochemistry,Theoretical Chemistry",Chemistry
2aa14f45-93c6-41d6-bc14-b71e672e3f33,Tracy Stevens,"Computer Vision,Machine Learning,Cybersecurity",Computer Science
0f8673fe-89d7-4b8f-a230-0de9814cdf18,Randy Ramirez,"Environmental Engineering,Chemical Engineering,Aerospace Engineering",Engineering
6c4d2c15-730d-43ac-a9b7-518140ea3f1e,Gina Cross,"Chemical Engineering,Mechanical Engineering,Environmental Engineering",Engineering
3c658935-54b3-445b-baae-79b06e928e3d,Casey Salinas,"Evolutionary Biology,Neuroscience",Biology
28332a01-4cda-4c1f-88ad-6bb9980b2906,Steven Larson,"Geometry,Topology,Mathematical Physics",Mathematics
8b42067c-6a1e-427a-b2e7-1f7360c4fb61,Katherine Cobb,"Behavioral Economics,Financial Economics,Development Economics",Economics
a1101c95-dabb-4b64-9e2c-f29e4ee950d5,Matthew Porter,"Ecology,Conservation Biology,Genetics",Biology
6a858c34-e8ca-4a2b-b576-e4a482910487,Samantha Becker,"Software Engineering,Electrical Engineering,Biomedical Engineering",Engineering
ef489f4e-a963-451e-ab48-b5a2f1127fd1,Teresa Rios,"Literary Criticism,Historiography,Narrative Theory",Literature
0c742d4a-da2c-4b68-bf07-20d18f01d77c,George Perez,"Cloud Computing,Machine Learning,Computer Vision",Computer Science
b89b1c48-a50d-4636-b35a-0b81de5e0fd5,Steven Bruce,"Nuclear Physics,Theoretical Physics",Physics
590abe45-cbed-4a22-b6b1-1dfc4192de54,Nicole King,"Theoretical Chemistry,Medicinal Chemistry",Chemistry
49c7c96d-b361-4f8c-8844-ee8a4629b5d3,Nicole Hughes,"Medieval History,Military History",History
d5f60494-507b-4f05-9e89-e57d090e6d3f,Sally Sexton,"Chemical Engineering,Civil Engineering",Engineering
9340edea-64a5-47ac-a007-de18692edc09,Ashley Wood,"Organic Chemistry,Analytical Chemistry",Chemistry
15ef82b9-2b73-4cef-9482-c8e151db5d5b,Michael Brown,"Macroeconomics,Development Economics",Economics
645847fe-5e45-4aaf-8d2e-28eedf58ec8f,Chad Wilkinson,"Electrical Engineering,Mechanical Engineering,Civil Engineering",Engineering
140c678f-a91f-4261-9b76-f9d978f7e8ca,David Daniels,"Conservation Biology,Genetics,Microbiology",Biology
560f0147-d645-430d-80e0-0f48a1a5b5ea,William Coleman,"International Economics,Microeconomics,Development Economics",Economics
1962fba7-d9e4-4422-a512-e7701eca9b58,Dr. Marvin Burke,"Biopsychology,Forensic Psychology,Social Psychology",Psychology
b8f7ff4e-879e-496b-a6a4-46b94fd82c49,Linda Reyes,"Materials Science,Biochemistry,Physical Chemistry",Chemistry
a8d51c6d-8349-4f24-b262-cd1d143c750b,Mark Espinoza,"Cognitive Psychology,Psychometrics,Clinical Psychology",Psychology
480ea5fd-e4a5-4c45-8735-2048b9159e42,Sandra Smith,"International Economics,Macroeconomics,Development Economics",Economics
4769c989-5312-4c67-9853-1615af1493b6,Katherine Mccormick,"Statistics,Applied Mathematics",Mathematics
fbdf21e9-ad3d-479a-bfdd-ab6588bdaf5a,Mr. Ryan Morris MD,"Social History,Political History",History
55f75d70-3c8a-4ca2-9a73-2f76b5c260d4,Taylor Brooks,"Experimental Psychology,Health Psychology,Developmental Psychology",Psychology
46f7badc-6659-40d3-a40a-4589ac8e9cec,Doris Oliver,"Photonics,Cosmology,Statistical Mechanics",Physics
2c469cd7-60b0-4a37-be6d-0aeb9548b6c2,David George,"Microeconomics,Health Economics",Economics
29ab708c-a78b-4c85-a8c8-bbd80357ca5f,Corey Day,"Systems Engineering,Electrical Engineering,Mechanical Engineering",Engineering
c11bf793-c2ca-49ba-95bd-0992b88744f7,Amy Sharp,"Biomedical Engineering,Environmental Engineering,Aerospace Engineering",Engineering
150b7a06-ba64-45cb-bec0-6021451f803c,Melissa Hall,"Microeconomics,Labor Economics,Development Economics",Economics
97de362b-238e-4bd2-837d-b2f94fb2556e,Justin Martinez,"Cell Biology,Immunology",Biology
33d741e0-1661-452f-9f4c-e430bbe43f17,Lauren Snyder,"Behavioral Economics,Health Economics,Financial Economics",Economics
174d80e2-b44d-4f02-b297-1ce9146340ff,Nancy Burns,"Military History,Political History,World History",History
a41774a4-52c6-4f2b-bdaf-3b0931181211,Paul Stokes,"Creative Writing,World Literature,Historiography",Literature
74a2cccc-431d-41b8-85cd-53385b9b8d41,Louis Baker,"Statistics,Geometry,Applied Mathematics",Mathematics
db3bd257-66f6-4e20-9e8f-fd978fc84b0f,Ashley Stephens,"Cognitive Psychology,Forensic Psychology,Health Psychology",Psychology
a19ebf34-7704-4e56-a21f-f91c6fd6243a,Miss Nancy Cruz,"History of Science,Economic History,Ancient History",History
73374676-b7bd-42b2-ba0f-5ac651074081,Larry Martinez,"Theoretical Chemistry,Physical Chemistry,Analytical Chemistry",Chemistry
d62b457b-9ddd-4e58-8226-050164ae6147,Sharon Miller,"Macroeconomics,Public Economics,Development Economics",Economics
3bc01513-35fb-4f20-87db-2b4d220cfc55,Bill Matthews,"Conservation Biology,Biochemistry,Evolutionary Biology",Biology
1a364e3c-8cd5-4f37-8cb4-5ee29996be54,Greg Gomez,"Literary Criticism,Drama,Poetry",Literature
5e6947a9-ddb3-4a16-a87f-ca66bea1e46b,Shelly Hernandez,"Software Engineering,Chemical Engineering,Aerospace Engineering",Engineering
2a1373e7-48be-44a1-8494-970055462aba,Ann Crawford,"Photonics,Condensed Matter Physics,Quantum Mechanics",Physics
dc58cd97-22e9-4cbb-be29-157ee4436aa7,Mrs. Amber Vargas,"Immunology,Biochemistry,Microbiology",Biology
9547ffa6-c0ca-4ab9-8048-e40c678bc3c7,Marcus Rogers,"Experimental Psychology,Psychometrics,Health Psychology",Psychology
611580d8-c703-4b74-9e98-04d0cdbcd9f2,Jessica Huffman,"Biopsychology,Personality Psychology",Psychology
ececf523-f8ce-4e6c-9b89-62b71c7196d9,Robert Boyle,"Personality Psychology,Forensic Psychology,Developmental Psychology",Psychology
ce2669b9-ff30-41a8-9b1a-21114f30346f,Kevin Wilkerson,"Novel,Literary Criticism,Poetry",Literature
a77922af-06d0-4589-8c61-9e84063ef859,Jordan Le,"Behavioral Economics,Microeconomics,Public Economics",Economics
868fb6bb-243d-4c46-88e1-f80dbfacea95,Kevin Santana,"Systems Engineering,Software Engineering,Aerospace Engineering",Engineering
df21dfa9-4279-4b64-8e7e-593a220164ea,Scott Daniels,"Immunology,Biochemistry,Marine Biology",Biology
6d33b7b9-f00e-4f45-bb54-ec98541f8adf,Ryan Newman,"Biomedical Engineering,Chemical Engineering,Aerospace Engineering",Engineering
df0a2740-1d46-49c7-926e-689908d08f59,Amanda Mcpherson,"Cognitive Psychology,Experimental Psychology,Clinical Psychology",Psychology
82e55661-d966-4535-af50-6ec871faf84a,Michael Fleming,"Creative Writing,Novel",Literature
dc653ed7-23ad-440f-84f9-fe6703540776,Bonnie Torres,"Rhetoric,Literary Criticism,Poetry",Literature
f0641f85-f831-40f7-9227-246d3b7bb2d4,Bill Coleman,"Evolutionary Biology,Immunology",Biology
63eacecd-a18e-4d99-8758-ae01346ef3fa,Jesse Oconnell,"Creative Writing,Literary Criticism,Drama",Literature
ed66a01e-56d1-4c65-b02a-2d65cc17c60b,Becky Russell,"Experimental Psychology,Developmental Psychology,Forensic Psychology",Psychology
9ce995d3-0dd1-4a3f-b98f-14b4487c994e,Lisa Gibson,"Historiography,Drama",Literature
7eeae91b-0b4f-4585-96a9-671b981675c0,Juan Smith,"Ecology,Conservation Biology,Evolutionary Biology",Biology
0712abb1-1960-47c8-9e65-fbfbfb2c8724,Tracy Gill,"Systems Engineering,Software Engineering,Chemical Engineering",Engineering
18b88781-d953-41ea-b6fe-1d2f0929a7fa,Sherry Dickerson,"Blockchain,Machine Learning",Computer Science
526f27ba-8a17-42de-aef4-5bd83e9e16a6,Angel Smith,"Cloud Computing,Human-Computer Interaction,Computer Vision",Computer Science
cd3b59a9-4550-410a-972f-4eb47abfbe21,Kenneth Burch,"Algebra,Applied Mathematics,Calculus",Mathematics
7a31b5da-83ed-4ed4-8297-22f7efa9e637,Carl Carlson,"Polymer Science,Theoretical Chemistry,Analytical Chemistry",Chemistry
50e8fc1e-cb1d-4f1c-a587-cb65fe3c88ce,Kathy Fisher,"Environmental Chemistry,Inorganic Chemistry,Medicinal Chemistry",Chemistry
e5f33a52-abef-4e2a-8cf9-0a2e0b755493,Michael Pena,"Organic Chemistry,Biochemistry,Medicinal Chemistry",Chemistry
86da8569-be0e-4eda-b3f3-3fb91b45ad7a,Paul Romero,"Electrical Engineering,Aerospace Engineering",Engineering
2e8bb391-c77b-4e79-8f67-fd6614f5335a,Kenneth Fowler,"Econometrics,Labor Economics",Economics
706e4ae7-e068-4e35-929c-b8bbe1a24aa6,David Fowler DDS,"Behavioral Economics,Microeconomics,Health Economics",Economics
05d46357-f7af-47ed-8af2-74e59ad9ff3b,Jessica Mendez,"Evolutionary Biology,Genetics,Neuroscience",Biology
4428917c-c71c-4ccf-bfe3-63671eb35b66,Joseph Neal,"Experimental Psychology,Health Psychology,Personality Psychology",Psychology
910cb6dc-1fcc-4058-800c-b0db470dde60,Jennifer Pruitt,"Cloud Computing,Human-Computer Interaction,Computer Vision",Computer Science
59e5891e-e0a9-4659-b972-116af62dc882,Mr. David Mckinney Jr.,"Behavioral Economics,Microeconomics,Labor Economics",Economics
386afd25-b896-4c9f-b215-1e4d91ab5c69,Aaron Dixon,"Creative Writing,Rhetoric,Drama",Literature
fa24a6b2-621e-4f2c-9ce7-737588455367,Theodore Rios,"Cognitive Psychology,Forensic Psychology,Developmental Psychology",Psychology
ad800748-3f66-4ead-bda4-feb995ca480c,Summer Martin,"Chemical Engineering,Mechanical Engineering,Civil Engineering",Engineering
98399dba-4520-4596-a0e9-e09ced33a72f,Adrienne Powell,"Computer Vision,Machine Learning",Computer Science
e03252ee-4805-404e-897e-8d0a36f7fad6,Matthew Hall,"Inorganic Chemistry,Medicinal Chemistry",Chemistry
1d5d22b8-1c8a-4de8-aa9b-09744e316889,Lee Wall,"Cloud Computing,Artificial Intelligence,Cybersecurity",Computer Science
efd89d67-e1fd-42ad-ab1f-0c06df488a30,Jessica Franco,"Theoretical Physics,Condensed Matter Physics,Particle Physics",Physics
84e139ca-c178-4b1e-bedb-45139aa2cda8,Jesse Curry,"Environmental Engineering,Mechanical Engineering,Aerospace Engineering",Engineering
0abe3ba5-8967-4fc0-a283-efe170a47476,Cynthia Madden,"Astrophysics,Theoretical Physics,Experimental Physics",Physics
b1b8ce21-eba4-4b66-9f58-696f15c6bb1d,Jennifer Wiley,"Ecology,Genetics,Biochemistry",Biology
de656ec9-aae1-49e8-8bf6-a96c5b2ca8c9,Samuel English,"Differential Equations,Algebra",Mathematics
24b587da-0100-46b0-bbe9-2b6f774547dd,Johnny Ortega,"Electrical Engineering,Environmental Engineering,Biomedical Engineering",Engineering
6f1f2d76-c74a-4647-a1e4-c484205356cf,Randy Sanders,"Materials Science,Organic Chemistry,Medicinal Chemistry",Chemistry
d563fea7-ca47-4462-a9db-97235336cdb6,Timothy Jenkins,"Quantum Mechanics,Cosmology,Particle Physics",Physics
79e4e6a2-4dff-44ca-b7d4-e1fd56f24b5c,Eric Jimenez,"Blockchain,Artificial Intelligence,Data Science",Computer Science
34eaa633-eacc-44bd-81b8-b468da1ada32,James Nielsen,"Cognitive Psychology,Forensic Psychology",Psychology
80218c54-6d38-430e-bd97-45c727f6a314,Patrick Acevedo,"Biopsychology,Experimental Psychology,Health Psychology",Psychology
d7e6bff9-f8f4-46c6-b0ea-8a8b1e3e144a,Shane Hoffman,"Creative Writing,Rhetoric,Novel",Literature
5017f790-bb87-4ec1-85fd-c75a73185b73,Tony Edwards,"Civil Engineering,Mechanical Engineering,Biomedical Engineering",Engineering
77325b4a-0d89-4369-979b-a42aaf66f977,Samantha Taylor,"Forensic Psychology,Psychometrics,Health Psychology",Psychology
a76a2edc-422e-426f-abcd-dc9400820474,Tristan Atkinson,"Industrial Engineering,Chemical Engineering,Aerospace Engineering",Engineering
14a61017-673e-496b-a55e-7aa2434409dd,Tina Sanders,"Behavioral Economics,Public Economics,Labor Economics",Economics
d3ba49ee-d3b5-47f3-9531-efc265e1c9e4,Donald Cortez,"Systems Engineering,Environmental Engineering,Aerospace Engineering",Engineering
276e237a-7d2e-4c76-b37b-3111da7bea6f,Alyssa Alvarez,"History of Science,Ancient History,Medieval History",History
697d70b8-af28-4c96-a8cd-35b069fa64be,Mary Harrell,"Systems Engineering,Electrical Engineering,Mechanical Engineering",Engineering
f3807b38-2ccc-4529-8a1a-544b45968329,Samuel Thomas,"Cognitive Psychology,Social Psychology,Developmental Psychology",Psychology
eceda77e-87d4-43d1-a116-6ec30b7afa0e,Jasmine Sullivan,"Conservation Biology,Immunology",Biology
f7c6ee63-d9bb-4b6d-89d0-ee772156a18e,Laura Nixon,"Novel,Drama,Poetry",Literature
94b1815e-9e3b-4c7b-a3aa-51c9aa921512,David Perkins,"Materials Science,Polymer Science,Biochemistry",Chemistry
622b8af1-75c8-4079-8f71-fb2f27e9d7ef,Lindsay Davis,"Mechanical Engineering,Civil Engineering",Engineering
baa3f3db-8a0e-4b8e-8cd6-050176da26fe,Jessica Wade,"Computer Vision,Artificial Intelligence,Human-Computer Interaction",Computer Science
d66779c1-6fb5-4f32-abdf-be26bfd8bc5f,Adam Gilmore,"Differential Equations,Mathematical Physics",Mathematics
c1eb4eff-43cd-4f19-bf73-f12bf88c4beb,Daniel Smith,"Immunology,Microbiology,Marine Biology",Biology
e02e7251-c841-4220-a2ce-e5f9d37126f6,Elizabeth Valdez,"Computer Vision,Cybersecurity,Quantum Computing",Computer Science
350d855f-e4cf-428b-b2b5-739e6c192b38,Brian Woods,"Astrophysics,Cosmology",Physics
de09880a-b62e-4039-a8a4-3f14c4e53058,Alyssa Williamson,"Environmental Chemistry,Organic Chemistry,Biochemistry",Chemistry
a72c0f57-8d8a-412a-8f89-803f720e0f66,Jermaine Powers,"Systems Engineering,Industrial Engineering,Electrical Engineering",Engineering
63aff29e-a810-4000-add6-c54276f7bbb4,Robert Thompson,"Software Engineering,Artificial Intelligence,Human-Computer Interaction",Computer Science
832cd6fa-4b9b-467f-a47d-66834f95b044,Casey Holt,"Forensic Psychology,Social Psychology,Personality Psychology",Psychology
0837466c-c548-4708-9cba-3d6825e5be0d,Megan Brown,"Comparative Literature,World Literature,Historiography",Literature
8a584f3c-7fcc-4f52-b1cc-d64e4cd1f109,Melissa Hardy,"International Economics,Financial Economics",Economics
a806b72d-66aa-4f47-94b0-3b1c95a43a8c,Denise Fisher,"Environmental Chemistry,Physical Chemistry,Medicinal Chemistry",Chemistry
5327e060-46ee-4e4e-b41f-9dea087e4e2e,Shawn Wilson,"Conservation Biology,Marine Biology,Evolutionary Biology",Biology
fc3b3b9b-1ac6-4118-af64-c8bbc1ed731c,Diane Caldwell,"Macroeconomics,Public Economics,Development Economics",Economics
6ea745be-7d46-48da-bbef-4af84b506599,Henry Thomas DVM,"Industrial Engineering,Chemical Engineering,Civil Engineering",Engineering
727da67e-03e7-413c-85ed-63d5c748ba84,Monica Joyce,"Experimental Psychology,Psychometrics",Psychology
630bab7e-4aee-4bd2-aa66-7bc3e7416224,Brandy Williams MD,"Creative Writing,Novel,Narrative Theory",Literature
3332c72c-5d94-4c3d-99a2-31213aea75b8,Anne Young,"Biopsychology,Experimental Psychology,Psychometrics",Psychology
f4587cd9-8f7e-4111-b712-71fdc0674436,Ariel George,"Systems Engineering,Environmental Engineering,Aerospace Engineering",Engineering
8195804a-c597-4cd2-a9fa-09866ebd2f37,Stephen Pollard,"Biopsychology,Forensic Psychology,Personality Psychology",Psychology
1bd24d07-dc34-4415-9c4a-c62ba166b903,Kimberly Collins,"Quantum Mechanics,Particle Physics",Physics
df5d32e5-2af4-4581-9638-d0de8b845d0b,Bonnie Santos MD,"Evolutionary Biology,Genetics",Biology
32cbc846-e33f-4727-bb5a-cc175b810ecb,Joseph Carpenter,"Statistical Mechanics,Cosmology,Particle Physics",Physics
391ad88e-87a7-4268-b4ad-829f9b8a1574,Sara Garrison,"International Economics,Health Economics,Labor Economics",Economics
3419f829-31c5-46cb-8686-1c21d0c36f77,Christopher Vargas,"Industrial Engineering,Civil Engineering,Biomedical Engineering",Engineering
e578124a-11df-497b-b58c-62e1fa6678f2,Jason Hanson,"Modern History,Cultural History,Ancient History",History
26374382-6313-4cf8-8119-62ca0b654362,Abigail Johnson,"Electrical Engineering,Environmental Engineering,Biomedical Engineering",Engineering
5bdf445e-0098-4e6f-ad0a-733e09817e27,Scott Martinez,"Econometrics,Financial Economics,Public Economics",Economics
02778e9b-1ce7-48fe-a732-2606c84bcde9,Jose Gray,"Novel,Poetry",Literature
591753f1-6125-46fc-8954-5b08f91ea37d,Natalie Jones,"History of Science,Modern History",History
1cbb668c-1fa3-4506-816a-d58895f1b9cc,Dana Mccarty,"Personality Psychology,Social Psychology,Psychometrics",Psychology
d3f69429-2ab1-4c1f-846c-1d200ed96c98,Regina Johnson,"Organic Chemistry,Medicinal Chemistry",Chemistry
97a419c8-7b7e-4e3c-a5f9-9064eef053dd,Robert Richardson,"Personality Psychology,Social Psychology,Developmental Psychology",Psychology
50c7ca40-4c17-4f47-b13e-84c08d218bdb,Samuel Parrish,"International Economics,Microeconomics,Development Economics",Economics
82ae9446-1e01-4bad-8eb3-7b3461df2857,Rebecca Lane,"Computer Vision,Software Engineering,Quantum Computing",Computer Science
33387594-8ef0-4aca-92ce-25470a63e886,Scott Hanson,"Photonics,Nuclear Physics,Experimental Physics",Physics
a0ce335c-5201-4b90-9109-fde96e77d45b,Reginald Hurst,"Organic Chemistry,Analytical Chemistry",Chemistry
113c68a6-acb2-4272-801b-c5ba15dff861,Sara Perkins,"Social Psychology,Health Psychology",Psychology
25badc97-e3b7-4ead-981d-6356838d258c,Michael Williams,"History of Science,Military History,Political History",History
fc038b09-c2e9-44ad-91a5-d25c5e4ba081,Ryan Bullock,"Creative Writing,Rhetoric,World Literature",Literature
709c546d-0da2-483b-a6d0-ad88bc46b40b,William Long,"Behavioral Economics,Health Economics,Development Economics",Economics
8917bbb5-60d4-401a-9b34-3c1b40323604,Ricky Smith,"Materials Science,Biochemistry,Medicinal Chemistry",Chemistry
